Notes	ManualCheck	MergeInto	RenameKeyGroup	KeyParamGroup	KeyGroup	ParamGroup	Counts	Dim1Size	Dim2Size	Dim3Size	EchoTime	EffectiveEchoSpacing	FlipAngle	HasFieldmap	ImageOrientation	KeyGroupCount	Modality	NSliceTimes	NumVolumes	Obliquity	ParallelReductionFactorInPlane	PhaseEncodingDirection	RepetitionTime	TotalReadoutTime	UsedAsFieldmap	VoxelSizeDim1	VoxelSizeDim2	VoxelSizeDim3
			acquisition-VARIANTRepetitionTimeVoxelSizeDim3_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__159	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	159	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01086		False	0.938	0.938	1.199
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim1_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__160	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	160	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.0108		False	0.937	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__161	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	161	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011068		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__162	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	162	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011064		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__163	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	163	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011076		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__164	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	164	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011084		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__165	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	165	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011136		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__166	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	166	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011228		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__167	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	167	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011124		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__168	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	168	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01098		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__169	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	169	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01128		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__170	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	170	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010908		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__171	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	171	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011128		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__172	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	172	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01112		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim1VoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__173	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	173	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010848		False	0.977	0.977	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim1ImageOrientation_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__174	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	174	1	256	256	156	0.0042		15	False	LAS+	722	anat	0	1.0	True			0.010876		False	0.937	0.938	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__175	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	175	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01118		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim1_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__176	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	176	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01104		False	0.937	0.938	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__177	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	177	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011028		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeImageOrientation_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__178	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	178	1	256	256	156	0.0042		15	False	LAS+	722	anat	0	1.0	True			0.010912		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__179	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	179	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011112		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim1_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__180	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	180	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011304		False	0.937	0.938	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim1VoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__181	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	181	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011264		False	0.937	0.937	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim3_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__182	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	182	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011048		False	0.938	0.938	1.201
			acquisition-VARIANTRepetitionTimeVoxelSizeDim3_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__183	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	183	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011012		False	0.938	0.938	1.201
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim1VoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__184	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	184	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01098		False	0.977	0.977	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim1VoxelSizeDim3_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__185	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	185	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010944		False	0.937	0.938	1.201
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__186	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	186	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010984		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__187	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	187	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011164		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__188	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	188	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011108		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeImageOrientation_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__189	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	189	1	256	256	156	0.0042		15	False	LAS+	722	anat	0	1.0	True			0.010884		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__190	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	190	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010964		False	0.937	0.937	1.201
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	1	6	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.0111		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__2	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	2	6	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011152		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__3	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	3	6	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011192		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__4	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	4	5	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.0112		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__5	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	5	5	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011244		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__6	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	6	5	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011224		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__7	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	7	4	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011188		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__8	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	8	4	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011136		False	0.937	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__9	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	9	4	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011196		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__10	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	10	4	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011064		False	0.938	0.937	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__11	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	11	4	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011204		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__12	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	12	4	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011212		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__13	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	13	4	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011084		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__14	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	14	4	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.01118		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__15	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	15	3	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011076		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__16	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	16	3	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011116		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__17	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	17	3	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011148		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__18	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	18	3	256	256	128	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.0112		False	0.937	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__19	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	19	3	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011176		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__20	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	20	3	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011216		False	0.938	0.937	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__21	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	21	2	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011208		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__22	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	22	2	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.010916		False	0.938	0.937	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__23	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	23	2	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011128		False	0.937	0.937	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__24	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	24	2	256	256	128	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011184		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__25	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	25	2	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.01122		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__26	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	26	2	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011068		False	0.937	0.937	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__27	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	27	2	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011104		False	0.937	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__28	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	28	2	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011044		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__29	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	29	2	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011092		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__30	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	30	2	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.01104		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__31	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	31	2	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011228		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__32	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	32	2	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.01116		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__33	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	33	1	256	256	130	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.0112		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__34	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	34	1	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011048		False	0.937	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__35	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	35	1	256	256	132	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011056		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__36	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	36	1	256	256	132	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011232		False	0.938	0.937	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__37	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	37	1	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011056		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__38	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	38	1	256	256	118	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.0107		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__39	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	39	1	256	256	134	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011136		False	0.938	0.937	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__40	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	40	1	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011132		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__41	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	41	1	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011284		False	0.937	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__42	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	42	1	256	256	105	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.010872		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__43	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	43	1	256	256	84	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.010908		False	0.937	0.937	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__44	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	44	1	256	256	134	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.01088		False	0.937	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__45	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	45	1	256	256	134	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.010868		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__46	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	46	1	256	256	134	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.010896		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__47	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	47	1	256	256	134	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.010968		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__48	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	48	1	256	256	124	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.01082		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__49	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	49	1	256	256	134	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.01094		False	0.938	0.937	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__50	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	50	1	256	256	132	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011184		False	0.937	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__51	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	51	1	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.010968		False	0.937	0.937	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__52	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	52	1	256	256	132	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.010812		False	0.938	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__53	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	53	1	256	256	138	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011268		False	0.937	0.938	1.2
				acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w__54	acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	54	1	256	256	132	0.0042		15	False	RAS+	173	anat	0	1.0	True			0.011228		False	0.937	0.938	1.2
